corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
shakedracor,/the-winter-s-tale,The Winter's Tale,en,William Shakespeare,Wikidata:Q692,,,0,0,0,0
shakedracor,/the-winter-s-tale,The Winter's Tale,en,William Shakespeare,,,,0,0,0,0
