corpus,drama,Entity.surface,Entity.id,Entity.group_members
shakedracor,Wiv,Shallow_2H4,0,
shakedracor,Wiv,Slender_Wiv,1,
shakedracor,Wiv,HughEvans_Wiv,2,
shakedracor,Wiv,MasterPage_Wiv,3,
shakedracor,Wiv,Falstaff_1H4,4,
shakedracor,Wiv,Bardolph_1H4,5,
shakedracor,Wiv,Pistol_2H4,6,
shakedracor,Wiv,Nym_H5,7,
shakedracor,Wiv,Simple_Wiv,8,
shakedracor,Wiv,AnnePage_Wiv,9,
shakedracor,Wiv,Host_Wiv,10,
shakedracor,Wiv,MistressQuickly_1H4,11,
shakedracor,Wiv,Rugby_Wiv,12,
shakedracor,Wiv,DoctorCaius_Wiv,13,
shakedracor,Wiv,Fenton_Wiv,14,
shakedracor,Wiv,MistressPage_Wiv,15,
shakedracor,Wiv,MistressFord_Wiv,16,
shakedracor,Wiv,MasterFord_Wiv,17,
shakedracor,Wiv,Robin_Wiv,18,
shakedracor,Wiv,Robert_Wiv,19,
shakedracor,Wiv,John_Wiv,20,
shakedracor,Wiv,WilliamPage_Wiv,21,
shakedracor,Wiv,BOYS_Wiv,22,
