corpus,drama,Entity.surface,Entity.id,Entity.group_members
shakedracor,/titus-andronicus,Saturninus_Tit,0,
shakedracor,/titus-andronicus,Aemilius_Tit,20,
shakedracor,/titus-andronicus,Tamora_Tit,6,
shakedracor,/titus-andronicus,GOTHS.0_Tit,24,
shakedracor,/titus-andronicus,GOTHS.0.1_Tit,21,
shakedracor,/titus-andronicus,TRIBUNES_Tit,10,
shakedracor,/titus-andronicus,YoungLucius_Tit,16,
shakedracor,/titus-andronicus,Quintus_Tit,13,
shakedracor,/titus-andronicus,Marcus_Tit,2,
shakedracor,/titus-andronicus,Titus_Tit,4,
shakedracor,/titus-andronicus,ATTENDANTS_Tit,25,
shakedracor,/titus-andronicus,Martius_Tit,12,
shakedracor,/titus-andronicus,Bassianus_Tit,1,
shakedracor,/titus-andronicus,Messenger_Tit,15,
shakedracor,/titus-andronicus,Captain_Tit,3,
shakedracor,/titus-andronicus,CountryFellow_Tit,19,
shakedracor,/titus-andronicus,Publius_Tit,18,
shakedracor,/titus-andronicus,Lavinia_Tit,9,
shakedracor,/titus-andronicus,Chiron_Tit,7,
shakedracor,/titus-andronicus,GOTHS_Tit,22,
shakedracor,/titus-andronicus,Aaron_Tit,14,
shakedracor,/titus-andronicus,Lucius_Tit,5,
shakedracor,/titus-andronicus,Demetrius_Tit,8,
shakedracor,/titus-andronicus,GOTHS.0.2_Tit,23,
shakedracor,/titus-andronicus,Nurse_Tit,17,
shakedracor,/titus-andronicus,Mutius_Tit,11,
shakedracor,/titus-andronicus,TRIBUNES.0.1_Tit,26,
