corpus,drama,Entity.surface,Entity.id,Entity.group_members
shakedracor,Ant,CAPTAINS_Ant,28,
shakedracor,Ant,GUARDS.0.3_Ant,62,
shakedracor,Ant,Countryman_Ant,71,
shakedracor,Ant,SERVANTS.0.2_Ant,26,
shakedracor,Ant,Silius_Ant,30,
shakedracor,Ant,GUARDS.0.1_Ant,58,
shakedracor,Ant,Enobarbus_Ant,8,
shakedracor,Ant,SOLDIERS.ANTONY.0.3_Ant,47,
shakedracor,Ant,GUARDS.Dercetus_Ant,61,
shakedracor,Ant,Mardian_Ant,17,
shakedracor,Ant,Varrius_Ant,20,
shakedracor,Ant,Octavia_Ant,23,
shakedracor,Ant,WATCHMEN.2_Ant,57,
shakedracor,Ant,Agrippa_Ant,22,
shakedracor,Ant,Gallus_Ant,67,
shakedracor,Ant,Ambassador_Ant,40,
shakedracor,Ant,GUARDS.CAESAR.1_Ant,70,
shakedracor,Ant,Iras_Ant,9,
shakedracor,Ant,MESSENGERS.CAESAR.2_Ant,16,
shakedracor,Ant,MESSENGERS.CAESAR.1_Ant,15,
shakedracor,Ant,Philo_Ant,0,
shakedracor,Ant,SOLDIERS.ANTONY.0.1_Ant,45,
shakedracor,Ant,Octavius_JC,13,
shakedracor,Ant,Taurus_Ant,36,
shakedracor,Ant,Charmian_Ant,5,
shakedracor,Ant,SOLDIERS.CAESAR.X.1_Ant,54,
shakedracor,Ant,Dolabella_Ant,39,
shakedracor,Ant,WATCHMEN.Sentry_Ant,55,
shakedracor,Ant,MESSENGERS.ANTONY.3_Ant,12,
shakedracor,Ant,SERVANTS.0.1_Ant,25,
shakedracor,Ant,Ventidius_Ant,29,
shakedracor,Ant,Maecenas_Ant,21,
shakedracor,Ant,SOLDIERS.ANTONY.0.4_Ant,48,
shakedracor,Ant,Canidius_Ant,32,
shakedracor,Ant,GUARDS.0.2_Ant,59,
shakedracor,Ant,Thidias_Ant,41,
shakedracor,Ant,Lepidus_JC,14,
shakedracor,Ant,SERVANTS.X.2_Ant,43,
shakedracor,Ant,Pompey_Ant,18,
shakedracor,Ant,Antony_JC,2,
shakedracor,Ant,Alexas_Ant,6,
shakedracor,Ant,MESSENGERS.X.4_Ant,35,
shakedracor,Ant,MESSENGERS.X.3_Ant,33,
shakedracor,Ant,MESSENGERS.ANTONY.1_Ant,10,
shakedracor,Ant,WATCHMEN.1_Ant,56,
shakedracor,Ant,GUARDS.CAESAR.0.1_Ant,72,
shakedracor,Ant,Diomedes_Ant,63,
shakedracor,Ant,CAPTAINS.0.1_Ant,51,
shakedracor,Ant,LADIES_Ant,64,
shakedracor,Ant,ATTENDANTS.CAESAR_Ant,68,
shakedracor,Ant,Seleucus_Ant,69,
shakedracor,Ant,SERVANTS_Ant,44,
shakedracor,Ant,SOLDIERS.ANTONY.0.2_Ant,46,
shakedracor,Ant,MESSENGERS.X.5_Ant,53,
shakedracor,Ant,Eros_Ant,31,
shakedracor,Ant,Cleopatra_Ant,1,
shakedracor,Ant,Menas_Ant,19,
shakedracor,Ant,SERVANTS.X.1_Ant,42,
shakedracor,Ant,SOLDIERS.ANTONY.X.2_Ant,50,
shakedracor,Ant,Egyptian_Ant,65,
shakedracor,Ant,Demetrius_Ant,4,
shakedracor,Ant,MESSENGERS.ANTONY.2_Ant,11,
shakedracor,Ant,MESSENGERS.X.1_Ant,3,
shakedracor,Ant,MESSENGERS.X.2_Ant,24,
shakedracor,Ant,SOLDIERS.ANTONY.X.1_Ant,34,
shakedracor,Ant,SOLDIERS.ANTONY.X.3_Ant,52,
shakedracor,Ant,SOLDIERS.ANTONY_Ant,49,
shakedracor,Ant,Proculeius_Ant,66,
shakedracor,Ant,Boy_Ant,27,
shakedracor,Ant,Scarus_Ant,37,
shakedracor,Ant,Soothsayer_Ant,7,
shakedracor,Ant,ATTENDANTS.ANTONY_Ant,38,
shakedracor,Ant,GUARDS.CAESAR.0.2_Ant,73,
shakedracor,Ant,GUARDS_Ant,60,
