corpus,drama,figure_surface,figure_id,Gender,Age
shakedracor,/two-gentlemen-of-verona,Host,Host_TGV,,
shakedracor,/two-gentlemen-of-verona,Thurio,Thurio_TGV,,
shakedracor,/two-gentlemen-of-verona,Eglamour,Eglamour_TGV,,
shakedracor,/two-gentlemen-of-verona,Julia,Julia_TGV,,
shakedracor,/two-gentlemen-of-verona,OUTLAWS.1_TGV,OUTLAWS.1_TGV,,
shakedracor,/two-gentlemen-of-verona,OUTLAWS.3_TGV,OUTLAWS.3_TGV,,
shakedracor,/two-gentlemen-of-verona,Lucetta,Lucetta_TGV,,
shakedracor,/two-gentlemen-of-verona,Lance,Lance_TGV,,
shakedracor,/two-gentlemen-of-verona,OUTLAWS.2_TGV,OUTLAWS.2_TGV,,
shakedracor,/two-gentlemen-of-verona,Speed,Speed_TGV,,
shakedracor,/two-gentlemen-of-verona,Proteus,Proteus_TGV,,
shakedracor,/two-gentlemen-of-verona,Valentine,Valentine_TGV,,
shakedracor,/two-gentlemen-of-verona,Pantino,Pantino_TGV,,
shakedracor,/two-gentlemen-of-verona,Sylvia,Sylvia_TGV,,
shakedracor,/two-gentlemen-of-verona,Duke,Duke_TGV,,
shakedracor,/two-gentlemen-of-verona,SERVANTS.1_TGV,SERVANTS.1_TGV,,
shakedracor,/two-gentlemen-of-verona,Antonio,Antonio_TGV,,
