corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
shakedracor,MND,A Midsummer Night’s Dream,en,William Shakespeare,Wikidata:Q692,,,0,0,0,0
