corpus,drama,Entity.surface,Entity.id,Entity.group_members
shakedracor,/hamlet,ATTENDANTS.GENTLEMEN_Ham,38,
shakedracor,/hamlet,PLAYERS_Ham,39,
shakedracor,/hamlet,MESSENGERS_Ham,40,
shakedracor,/hamlet,SAILORS_Ham,41,
shakedracor,/hamlet,fs-ham-0000010,42,
shakedracor,/hamlet,fs-ham-0000030,43,
shakedracor,/hamlet,fs-ham-0000040,44,
shakedracor,/hamlet,fs-ham-0000060,45,
shakedracor,/hamlet,stg-0000,46,
shakedracor,/hamlet,fs-ham-0000070,47,
shakedracor,/hamlet,fs-ham-0000090,48,
shakedracor,/hamlet,fs-ham-0000110,49,
shakedracor,/hamlet,fs-ham-0000130,50,
shakedracor,/hamlet,fs-ham-0000140,51,
shakedracor,/hamlet,fs-ham-0000160,52,
shakedracor,/hamlet,fs-ham-0000180,53,
shakedracor,/hamlet,fs-ham-0000190,54,
shakedracor,/hamlet,sp-0001,55,
shakedracor,/hamlet,spk-0001,56,
shakedracor,/hamlet,fs-ham-0000200,57,
shakedracor,/hamlet,p-0001,58,
shakedracor,/hamlet,fs-ham-0000210,59,
shakedracor,/hamlet,fs-ham-0000230,60,
shakedracor,/hamlet,fs-ham-0000240,61,
shakedracor,/hamlet,sp-0002,62,
shakedracor,/hamlet,spk-0002,63,
shakedracor,/hamlet,fs-ham-0000250,64,
shakedracor,/hamlet,ftln-0002,65,
shakedracor,/hamlet,fs-ham-0000260,66,
shakedracor,/hamlet,fs-ham-0000270,67,
shakedracor,/hamlet,fs-ham-0000290,68,
shakedracor,/hamlet,fs-ham-0000310,69,
shakedracor,/hamlet,fs-ham-0000320,70,
shakedracor,/hamlet,fs-ham-0000340,71,
shakedracor,/hamlet,fs-ham-0000360,72,
shakedracor,/hamlet,fs-ham-0000380,73,
shakedracor,/hamlet,fs-ham-0000400,74,
shakedracor,/hamlet,fs-ham-0000410,75,
shakedracor,/hamlet,sp-0003,76,
shakedracor,/hamlet,spk-0003,77,
shakedracor,/hamlet,fs-ham-0000420,78,
shakedracor,/hamlet,p-0003,79,
shakedracor,/hamlet,fs-ham-0000430,80,
shakedracor,/hamlet,fs-ham-0000450,81,
shakedracor,/hamlet,fs-ham-0000470,82,
shakedracor,/hamlet,fs-ham-0000490,83,
shakedracor,/hamlet,fs-ham-0000500,84,
shakedracor,/hamlet,sp-0004,85,
shakedracor,/hamlet,spk-0004,86,
shakedracor,/hamlet,fs-ham-0000510,87,
shakedracor,/hamlet,p-0004,88,
shakedracor,/hamlet,fs-ham-0000520,89,
shakedracor,/hamlet,fs-ham-0000530,90,
shakedracor,/hamlet,sp-0005,91,
shakedracor,/hamlet,spk-0005,92,
shakedracor,/hamlet,fs-ham-0000540,93,
shakedracor,/hamlet,p-0005,94,
shakedracor,/hamlet,fs-ham-0000550,95,
shakedracor,/hamlet,fs-ham-0000560,96,
shakedracor,/hamlet,sp-0006,97,
shakedracor,/hamlet,spk-0006,98,
shakedracor,/hamlet,fs-ham-0000570,99,
shakedracor,/hamlet,ftln-0006,100,
shakedracor,/hamlet,fs-ham-0000580,101,
shakedracor,/hamlet,fs-ham-0000600,102,
shakedracor,/hamlet,fs-ham-0000620,103,
shakedracor,/hamlet,fs-ham-0000640,104,
shakedracor,/hamlet,fs-ham-0000660,105,
shakedracor,/hamlet,fs-ham-0000680,106,
shakedracor,/hamlet,fs-ham-0000700,107,
shakedracor,/hamlet,fs-ham-0000710,108,
shakedracor,/hamlet,sp-0007,109,
shakedracor,/hamlet,spk-0007,110,
shakedracor,/hamlet,fs-ham-0000720,111,
shakedracor,/hamlet,ftln-0007,112,
shakedracor,/hamlet,fs-ham-0000730,113,
shakedracor,/hamlet,fs-ham-0000750,114,
shakedracor,/hamlet,fs-ham-0000770,115,
shakedracor,/hamlet,fs-ham-0000790,116,
shakedracor,/hamlet,fs-ham-0000800,117,
shakedracor,/hamlet,fs-ham-0000820,118,
